order_id,platform,city,category,num_items,cart_value,hour_of_day,is_weekend,weather,base_delivery_fee,handling_fee,surge_charge,small_cart_fee,night_surge,peak_surge,total_hidden_charges,platform_discount,final_price,has_offer,offer_type,offer_value,offer_genuine_score,is_late_night_order,is_bulk_order,is_health_category,days_since_last_order
ORD554445,Zepto,Delhi,Grocery,5,471.01,10,1,Clear,0.0,8.66,0.0,0,0.0,0.0,8.66,37.8,441.87,1,Cashback,128.01,0.95,0,0,0,12
ORD949062,Blinkit,Pune,Grocery,5,105.2,0,1,Clear,34.26,7.55,0.0,25,15.48,0.0,48.03,0.0,187.49,1,Free Delivery,51.4,1.0,1,0,0,15
ORD731702,Blinkit,Bangalore,Personal Care,14,523.87,12,1,Rainy,0.0,6.35,21.65,0,0.0,10.3,38.3,77.3,484.87,0,None,0.0,,0,1,0,11
ORD351935,Instamart,Delhi,Dairy,11,967.73,7,0,Rainy,0.0,6.3,13.77,0,0.0,0.0,20.07,0.0,987.8,1,Cashback,61.54,0.6,0,1,1,4
ORD998374,Blinkit,Mumbai,Medicines,13,367.53,13,0,Clear,0.0,11.32,0.0,0,0.0,9.81,21.13,0.0,388.66,0,None,0.0,,0,1,1,25
ORD270038,Instamart,Kolkata,Grocery,11,853.67,20,0,Clear,0.0,9.36,0.0,0,0.0,6.56,15.92,0.0,869.59,1,BOGO,74.2,0.99,0,1,0,12
ORD736421,Blinkit,Kolkata,Frozen,5,744.96,7,0,Cloudy,0.0,7.83,0.0,0,0.0,0.0,7.83,0.0,752.79,0,None,0.0,,0,0,0,29
ORD385061,Zepto,Pune,Dairy,3,1050.83,18,1,Rainy,0.0,10.71,21.93,0,0.0,0.0,32.64,0.0,1083.47,0,None,0.0,,0,0,1,24
ORD656031,Instamart,Pune,Medicines,13,917.95,19,0,Rainy,0.0,5.95,17.75,0,0.0,7.66,31.36,0.0,949.31,0,None,0.0,,0,1,1,30
ORD262180,Instamart,Pune,Fruits & Veg,7,1032.82,2,1,Cloudy,0.0,9.18,0.0,0,18.58,0.0,27.76,28.36,1032.22,0,None,0.0,,1,0,1,21
ORD944674,Instamart,Pune,Grocery,9,801.3,15,0,Hot,0.0,6.86,0.0,0,0.0,0.0,6.86,27.81,780.35,0,None,0.0,,0,1,0,16
ORD421505,Blinkit,Pune,Grocery,8,440.22,20,0,Rainy,0.0,7.74,17.22,0,0.0,10.38,35.34,7.97,467.59,1,Free Delivery,128.54,0.61,0,1,0,15
ORD780151,Blinkit,Lucknow,Grocery,13,855.12,13,0,Hot,0.0,5.82,0.0,0,0.0,8.65,14.47,15.18,854.41,1,Flat Discount,27.67,1.0,0,1,0,20
ORD127428,Zepto,Delhi,Grocery,14,674.66,13,0,Hot,0.0,6.2,0.0,0,0.0,9.47,15.67,0.0,690.33,0,None,0.0,,0,1,0,21
ORD472703,Blinkit,Kolkata,Grocery,8,820.96,18,1,Hot,0.0,13.56,0.0,0,0.0,0.0,13.56,0.0,834.52,1,Free Gift,138.34,0.55,0,1,0,26
ORD436287,Blinkit,Lucknow,Grocery,12,860.88,22,1,Cloudy,0.0,8.6,0.0,0,11.07,0.0,19.67,0.0,880.55,1,BOGO,106.88,0.68,1,1,0,15
ORD596395,Blinkit,Bangalore,Personal Care,8,1143.75,12,0,Rainy,0.0,7.67,26.19,0,0.0,8.37,42.23,26.93,1159.05,0,None,0.0,,0,1,0,13
ORD268347,Instamart,Kolkata,Grocery,3,873.61,9,0,Cloudy,0.0,9.9,0.0,0,0.0,0.0,9.9,39.57,843.94,1,Free Delivery,119.25,1.0,0,0,0,16
ORD682297,Instamart,Lucknow,Frozen,8,720.4,8,0,Rainy,0.0,8.03,20.81,0,0.0,0.0,28.84,0.0,749.24,0,None,0.0,,0,1,0,19
ORD421107,Blinkit,Bangalore,Frozen,14,105.59,18,0,Hot,28.19,9.24,0.0,25,0.0,0.0,34.24,0.0,168.02,1,Free Delivery,118.9,0.59,0,1,0,9
ORD918863,Instamart,Bangalore,Fruits & Veg,4,131.73,17,0,Cloudy,34.33,7.62,0.0,0,0.0,0.0,7.62,0.0,173.68,1,Flat Discount,41.35,1.0,0,0,1,15
ORD593602,Instamart,Pune,Dairy,5,736.79,8,0,Hot,0.0,6.34,0.0,0,0.0,0.0,6.34,0.0,743.13,1,Flat Discount,13.04,1.0,0,0,1,26
ORD802431,Zepto,Chennai,Dairy,7,470.53,16,0,Clear,0.0,8.52,0.0,0,0.0,0.0,8.52,0.0,479.05,1,BOGO,29.87,0.91,0,0,1,2
ORD392246,Zepto,Delhi,Grocery,14,238.39,9,0,Cloudy,0.0,11.52,0.0,0,0.0,0.0,11.52,0.0,249.91,1,Free Gift,90.39,1.0,0,1,0,20
ORD415125,Blinkit,Delhi,Fruits & Veg,11,1096.54,15,1,Hot,0.0,11.13,0.0,0,0.0,0.0,11.13,55.54,1052.13,0,None,0.0,,0,1,1,14
ORD200546,Blinkit,Mumbai,Medicines,9,1192.72,10,0,Rainy,0.0,14.06,18.95,0,0.0,0.0,33.01,0.0,1225.73,0,None,0.0,,0,1,1,3
ORD261672,Instamart,Bangalore,Grocery,10,1191.91,4,1,Rainy,0.0,7.62,15.85,0,13.19,0.0,36.66,0.0,1228.57,0,None,0.0,,1,1,0,7
ORD602625,Instamart,Pune,Medicines,12,480.12,20,0,Rainy,0.0,9.17,19.46,0,0.0,13.87,42.5,0.0,522.62,1,Flat Discount,63.89,0.99,0,1,1,8
ORD953563,Blinkit,Chennai,Medicines,14,611.89,6,1,Rainy,0.0,6.37,26.89,0,0.0,0.0,33.26,0.0,645.15,0,None,0.0,,0,1,1,3
ORD837099,Blinkit,Bangalore,Beverages,6,256.89,12,0,Cloudy,28.87,11.06,0.0,0,0.0,11.34,22.4,67.35,240.81,0,None,0.0,,0,0,0,17
ORD697054,Zepto,Lucknow,Medicines,13,739.89,8,0,Hot,0.0,5.17,0.0,0,0.0,0.0,5.17,0.0,745.06,0,None,0.0,,0,1,1,27
ORD187519,Blinkit,Delhi,Snacks,8,647.2,19,0,Hot,0.0,9.8,0.0,0,0.0,10.38,20.18,0.0,667.38,0,None,0.0,,0,1,0,2
ORD247561,Blinkit,Mumbai,Frozen,10,1050.14,13,0,Rainy,0.0,14.57,20.71,0,0.0,6.0,41.28,59.95,1031.47,1,Free Delivery,20.4,1.0,0,1,0,1
ORD288777,Blinkit,Mumbai,Dairy,8,714.79,10,0,Clear,0.0,6.35,0.0,0,0.0,0.0,6.35,0.0,721.14,1,Free Delivery,73.89,1.0,0,1,1,14
ORD416819,Blinkit,Lucknow,Fruits & Veg,4,435.99,15,1,Hot,0.0,5.79,0.0,0,0.0,0.0,5.79,16.72,425.06,1,Cashback,14.25,0.66,0,0,1,12
ORD826720,Blinkit,Lucknow,Beverages,14,614.41,20,0,Clear,0.0,11.94,0.0,0,0.0,12.16,24.1,0.0,638.51,0,None,0.0,,0,1,0,15
ORD834211,Blinkit,Hyderabad,Grocery,7,978.14,7,0,Cloudy,0.0,14.99,0.0,0,0.0,0.0,14.99,75.5,917.63,0,None,0.0,,0,0,0,28
ORD533828,Blinkit,Hyderabad,Grocery,13,173.44,13,1,Hot,37.71,5.06,0.0,0,0.0,14.44,19.5,0.0,230.65,0,None,0.0,,0,1,0,6
ORD189137,Zepto,Bangalore,Grocery,1,545.84,21,1,Cloudy,0.0,4.88,0.0,0,0.0,11.92,16.8,16.2,546.44,1,Free Gift,17.42,0.96,0,0,0,9
ORD455427,Zepto,Chennai,Medicines,14,173.48,15,1,Cloudy,27.45,9.4,0.0,0,0.0,0.0,9.4,47.17,163.16,0,None,0.0,,0,1,1,2
ORD526187,Zepto,Chennai,Fruits & Veg,10,764.6,18,0,Clear,0.0,11.2,0.0,0,0.0,0.0,11.2,0.0,775.8,0,None,0.0,,0,1,1,2
ORD256939,Zepto,Lucknow,Medicines,13,1196.29,13,0,Cloudy,0.0,8.46,0.0,0,0.0,13.47,21.93,0.0,1218.22,1,BOGO,127.98,0.57,0,1,1,11
ORD535191,Blinkit,Chennai,Frozen,5,1048.7,0,1,Rainy,0.0,12.57,20.8,0,15.96,0.0,49.33,0.0,1098.03,0,None,0.0,,1,0,0,25
ORD927050,Zepto,Lucknow,Snacks,12,638.48,12,1,Clear,0.0,7.49,0.0,0,0.0,8.0,15.49,0.0,653.97,0,None,0.0,,0,1,0,4
ORD520996,Blinkit,Mumbai,Medicines,10,831.7,12,0,Clear,0.0,13.63,0.0,0,0.0,9.9,23.53,0.0,855.23,0,None,0.0,,0,1,1,16
ORD373234,Instamart,Kolkata,Personal Care,5,902.22,20,0,Clear,0.0,4.55,0.0,0,0.0,12.47,17.02,68.85,850.39,0,None,0.0,,0,0,0,25
ORD285366,Zepto,Kolkata,Fruits & Veg,12,1029.81,14,0,Clear,0.0,3.58,0.0,0,0.0,0.0,3.58,0.0,1033.39,1,BOGO,102.11,0.7,0,1,1,14
ORD560470,Instamart,Pune,Personal Care,1,240.14,20,0,Hot,19.07,8.35,0.0,0,0.0,6.16,14.51,0.0,273.72,1,Cashback,72.34,0.71,0,0,0,21
ORD925030,Zepto,Mumbai,Frozen,4,483.14,13,1,Cloudy,0.0,7.25,0.0,0,0.0,7.26,14.51,0.0,497.65,0,None,0.0,,0,0,0,15
ORD894582,Blinkit,Kolkata,Dairy,5,1049.41,18,0,Cloudy,0.0,12.83,0.0,0,0.0,0.0,12.83,2.34,1059.9,1,Cashback,21.25,0.99,0,0,1,4
ORD606664,Instamart,Mumbai,Personal Care,9,280.5,0,0,Hot,0.0,5.7,0.0,0,9.23,0.0,14.93,31.96,263.47,0,None,0.0,,1,1,0,16
ORD371523,Zepto,Kolkata,Snacks,10,974.19,13,1,Clear,0.0,4.59,0.0,0,0.0,7.99,12.58,0.0,986.77,0,None,0.0,,0,1,0,7
ORD649325,Zepto,Bangalore,Fruits & Veg,12,776.82,8,1,Rainy,0.0,7.81,12.94,0,0.0,0.0,20.75,0.0,797.57,1,Flat Discount,119.92,0.51,0,1,1,22
ORD719600,Instamart,Delhi,Personal Care,10,985.11,9,0,Cloudy,0.0,8.13,0.0,0,0.0,0.0,8.13,0.0,993.24,0,None,0.0,,0,1,0,24
ORD140162,Instamart,Mumbai,Frozen,6,973.31,7,0,Rainy,0.0,4.36,14.16,0,0.0,0.0,18.52,1.02,990.81,0,None,0.0,,0,0,0,5
ORD749126,Blinkit,Lucknow,Frozen,14,1059.99,20,1,Clear,0.0,6.68,0.0,0,0.0,12.18,18.86,52.3,1026.55,1,Free Delivery,136.21,1.0,0,1,0,12
ORD882458,Instamart,Delhi,Dairy,13,567.86,11,0,Hot,0.0,6.48,0.0,0,0.0,0.0,6.48,0.0,574.34,1,Flat Discount,85.84,0.98,0,1,1,7
ORD506019,Blinkit,Mumbai,Medicines,9,290.57,8,0,Hot,22.89,5.61,0.0,0,0.0,0.0,5.61,26.1,292.97,1,Cashback,122.71,1.0,0,1,1,20
ORD401473,Blinkit,Mumbai,Beverages,14,1001.04,16,0,Hot,0.0,14.06,0.0,0,0.0,0.0,14.06,0.0,1015.1,1,Cashback,124.41,0.54,0,1,0,29
ORD106098,Zepto,Mumbai,Fruits & Veg,7,684.7,23,0,Hot,0.0,7.64,0.0,0,19.61,0.0,27.25,0.0,711.95,1,BOGO,42.4,0.91,1,0,1,9
ORD356876,Blinkit,Mumbai,Medicines,1,1074.09,10,0,Hot,0.0,8.84,0.0,0,0.0,0.0,8.84,0.0,1082.93,0,None,0.0,,0,0,1,16
ORD577568,Blinkit,Mumbai,Fruits & Veg,11,917.29,11,0,Clear,0.0,13.21,0.0,0,0.0,0.0,13.21,37.59,892.91,1,BOGO,90.77,0.93,0,1,1,14
ORD443694,Blinkit,Chennai,Grocery,6,1084.76,8,1,Clear,0.0,6.18,0.0,0,0.0,0.0,6.18,0.0,1090.94,0,None,0.0,,0,0,0,30
ORD113786,Blinkit,Chennai,Personal Care,9,281.54,11,1,Clear,26.15,8.83,0.0,0,0.0,0.0,8.83,0.0,316.52,1,Cashback,72.22,0.64,0,1,0,12
ORD679713,Instamart,Bangalore,Fruits & Veg,14,1086.17,22,0,Cloudy,0.0,4.7,0.0,0,8.97,0.0,13.67,17.7,1082.14,0,None,0.0,,1,1,1,17
ORD370838,Blinkit,Chennai,Dairy,14,1062.51,1,0,Rainy,0.0,11.35,16.32,0,17.86,0.0,45.53,59.89,1048.15,1,Cashback,145.49,0.9,1,1,1,21
ORD252462,Zepto,Pune,Beverages,7,322.22,18,0,Cloudy,0.0,9.95,0.0,0,0.0,0.0,9.95,0.0,332.17,0,None,0.0,,0,0,0,26
ORD988831,Blinkit,Pune,Snacks,1,835.31,13,0,Rainy,0.0,6.78,18.05,0,0.0,8.67,33.5,78.3,790.51,1,Cashback,71.45,0.77,0,0,0,4
ORD508285,Zepto,Lucknow,Fruits & Veg,3,679.43,9,0,Clear,0.0,10.33,0.0,0,0.0,0.0,10.33,0.0,689.76,0,None,0.0,,0,0,1,19
ORD669428,Blinkit,Hyderabad,Beverages,6,174.12,13,1,Hot,26.12,12.39,0.0,0,0.0,14.75,27.14,77.52,149.86,1,Free Gift,87.27,0.61,0,0,0,19
ORD964751,Blinkit,Delhi,Dairy,13,678.2,21,0,Rainy,0.0,11.17,23.68,0,0.0,12.81,47.66,0.0,725.86,1,Cashback,28.02,0.63,0,1,1,7
ORD357067,Zepto,Hyderabad,Frozen,2,84.56,18,0,Rainy,17.18,3.24,20.89,20,0.0,0.0,44.13,0.0,145.87,1,Flat Discount,10.81,1.0,0,0,0,25
ORD312375,Instamart,Kolkata,Grocery,8,989.19,21,0,Cloudy,0.0,7.91,0.0,0,0.0,12.38,20.29,0.0,1009.48,1,Free Gift,112.72,0.69,0,1,0,14
ORD709001,Instamart,Mumbai,Grocery,4,1024.31,12,0,Hot,0.0,8.65,0.0,0,0.0,6.47,15.12,0.0,1039.43,1,Cashback,88.99,0.72,0,0,0,18
ORD934743,Zepto,Pune,Dairy,6,666.47,13,1,Hot,0.0,11.3,0.0,0,0.0,10.07,21.37,0.19,687.65,0,None,0.0,,0,0,1,21
ORD267383,Blinkit,Hyderabad,Dairy,9,1064.88,12,0,Rainy,0.0,10.44,23.61,0,0.0,13.84,47.89,30.27,1082.5,1,BOGO,105.33,1.0,0,1,1,16
ORD798169,Instamart,Mumbai,Personal Care,3,502.72,11,0,Cloudy,0.0,7.02,0.0,0,0.0,0.0,7.02,38.22,471.52,1,Free Gift,93.55,0.66,0,0,0,20
ORD462540,Instamart,Lucknow,Grocery,2,704.52,23,0,Rainy,0.0,7.19,14.64,0,15.41,0.0,37.24,0.0,741.76,0,None,0.0,,1,0,0,29
ORD665377,Instamart,Pune,Grocery,9,1137.42,10,0,Hot,0.0,8.79,0.0,0,0.0,0.0,8.79,66.1,1080.11,1,Flat Discount,68.31,1.0,0,1,0,13
ORD706036,Instamart,Lucknow,Snacks,1,191.95,21,0,Hot,19.19,9.97,0.0,0,0.0,9.22,19.19,0.0,230.33,1,Free Gift,51.67,0.73,0,0,0,16
ORD773621,Instamart,Pune,Grocery,12,1022.89,10,1,Hot,0.0,5.27,0.0,0,0.0,0.0,5.27,0.0,1028.16,0,None,0.0,,0,1,0,25
ORD181607,Blinkit,Hyderabad,Personal Care,1,1192.11,13,1,Hot,0.0,5.8,0.0,0,0.0,8.2,14.0,0.0,1206.11,1,Cashback,42.89,0.94,0,0,0,10
ORD857503,Zepto,Delhi,Personal Care,3,618.13,20,0,Hot,0.0,8.42,0.0,0,0.0,7.52,15.94,0.0,634.07,1,Cashback,79.55,0.99,0,0,0,26
ORD563699,Zepto,Chennai,Snacks,7,115.87,17,0,Hot,19.63,3.13,0.0,0,0.0,0.0,3.13,0.0,138.63,1,Free Gift,45.43,0.62,0,0,0,15
ORD521423,Blinkit,Kolkata,Fruits & Veg,9,1023.6,23,1,Hot,0.0,8.43,0.0,0,15.97,0.0,24.4,72.24,975.76,1,Flat Discount,56.77,1.0,1,1,1,15
ORD338723,Zepto,Bangalore,Snacks,3,1180.6,16,1,Hot,0.0,6.78,0.0,0,0.0,0.0,6.78,0.0,1187.38,1,Cashback,23.85,0.95,0,0,0,17
ORD798780,Zepto,Lucknow,Beverages,11,1187.7,18,0,Hot,0.0,8.55,0.0,0,0.0,0.0,8.55,0.0,1196.25,0,None,0.0,,0,1,0,25
ORD381736,Instamart,Kolkata,Frozen,7,289.12,8,0,Cloudy,0.0,6.47,0.0,0,0.0,0.0,6.47,0.0,295.59,1,Free Delivery,60.46,0.97,0,0,0,21
ORD132982,Instamart,Mumbai,Dairy,11,870.76,15,0,Hot,0.0,8.99,0.0,0,0.0,0.0,8.99,0.0,879.75,1,Free Gift,42.45,0.73,0,1,1,2
ORD998782,Instamart,Delhi,Frozen,14,793.1,8,0,Cloudy,0.0,4.22,0.0,0,0.0,0.0,4.22,0.0,797.32,1,BOGO,119.65,0.61,0,1,0,3
ORD995705,Zepto,Mumbai,Fruits & Veg,14,425.97,16,0,Cloudy,0.0,11.48,0.0,0,0.0,0.0,11.48,0.0,437.45,1,Cashback,23.45,1.0,0,1,1,13
ORD964582,Zepto,Lucknow,Grocery,13,1100.69,18,0,Rainy,0.0,5.83,22.32,0,0.0,0.0,28.15,39.91,1088.93,1,BOGO,140.75,0.99,0,1,0,7
ORD168917,Zepto,Lucknow,Frozen,7,498.34,19,1,Clear,0.0,9.97,0.0,0,0.0,5.46,15.43,53.2,460.57,1,BOGO,105.03,0.98,0,0,0,28
ORD425175,Zepto,Lucknow,Snacks,1,480.51,7,0,Cloudy,0.0,11.55,0.0,0,0.0,0.0,11.55,0.0,492.06,1,Free Gift,149.15,0.55,0,0,0,27
ORD469472,Instamart,Pune,Fruits & Veg,7,148.18,19,0,Rainy,23.44,5.15,16.99,0,0.0,13.5,35.64,0.0,207.26,1,Free Gift,12.08,0.74,0,0,1,7
ORD655134,Instamart,Lucknow,Snacks,6,146.45,12,0,Hot,30.3,8.04,0.0,0,0.0,6.64,14.68,0.0,191.43,0,None,0.0,,0,0,0,24
ORD619053,Zepto,Hyderabad,Beverages,5,102.93,6,0,Hot,24.88,8.64,0.0,0,0.0,0.0,8.64,0.0,136.45,0,None,0.0,,0,0,0,15
ORD623120,Instamart,Pune,Snacks,4,744.32,11,0,Rainy,0.0,5.85,18.79,0,0.0,0.0,24.64,0.0,768.96,0,None,0.0,,0,0,0,23
ORD257642,Instamart,Pune,Snacks,8,373.25,20,1,Hot,0.0,7.82,0.0,0,0.0,7.74,15.56,0.0,388.81,0,None,0.0,,0,1,0,26
ORD405730,Instamart,Hyderabad,Medicines,7,783.16,17,1,Clear,0.0,8.75,0.0,0,0.0,0.0,8.75,0.0,791.91,1,BOGO,90.12,1.0,0,0,1,6
ORD912454,Instamart,Bangalore,Personal Care,11,226.87,16,1,Hot,20.19,4.76,0.0,0,0.0,0.0,4.76,24.41,227.41,0,None,0.0,,0,1,0,2
ORD879489,Zepto,Pune,Fruits & Veg,11,605.92,15,1,Cloudy,0.0,8.16,0.0,0,0.0,0.0,8.16,46.02,568.06,0,None,0.0,,0,1,1,9
ORD909681,Zepto,Pune,Dairy,6,808.73,18,0,Hot,0.0,11.95,0.0,0,0.0,0.0,11.95,12.27,808.41,1,Cashback,110.34,0.21,0,0,1,1
ORD382572,Blinkit,Hyderabad,Personal Care,10,347.29,7,0,Cloudy,0.0,14.33,0.0,0,0.0,0.0,14.33,0.0,361.62,0,None,0.0,,0,1,0,28
ORD199259,Blinkit,Mumbai,Snacks,3,162.12,18,1,Clear,22.02,5.71,0.0,0,0.0,0.0,5.71,0.0,189.85,0,None,0.0,,0,0,0,22
ORD751916,Instamart,Delhi,Beverages,9,939.28,11,1,Hot,0.0,7.81,0.0,0,0.0,0.0,7.81,0.0,947.09,1,Flat Discount,129.8,0.59,0,1,0,12
ORD900046,Instamart,Mumbai,Beverages,11,287.76,17,0,Hot,0.0,6.43,0.0,0,0.0,0.0,6.43,0.0,294.19,0,None,0.0,,0,1,0,29
ORD622985,Zepto,Bangalore,Medicines,13,759.13,13,0,Clear,0.0,3.47,0.0,0,0.0,5.4,8.87,0.0,768.0,1,Free Delivery,71.73,1.0,0,1,1,16
ORD714705,Instamart,Chennai,Frozen,10,1016.1,9,0,Rainy,0.0,5.17,17.66,0,0.0,0.0,22.83,36.34,1002.59,1,Flat Discount,25.07,1.0,0,1,0,18
ORD468996,Instamart,Hyderabad,Snacks,12,670.58,23,0,Hot,0.0,6.4,0.0,0,9.21,0.0,15.61,42.33,643.86,0,None,0.0,,1,1,0,4
ORD174110,Blinkit,Chennai,Medicines,14,1152.67,9,0,Hot,0.0,8.61,0.0,0,0.0,0.0,8.61,17.91,1143.37,0,None,0.0,,0,1,1,21
ORD587369,Blinkit,Hyderabad,Medicines,14,449.0,7,0,Cloudy,0.0,8.83,0.0,0,0.0,0.0,8.83,66.55,391.28,0,None,0.0,,0,1,1,13
ORD956067,Blinkit,Mumbai,Grocery,13,272.11,8,0,Clear,30.57,8.08,0.0,0,0.0,0.0,8.08,0.0,310.76,0,None,0.0,,0,1,0,27
ORD326246,Instamart,Lucknow,Snacks,11,1135.37,6,1,Clear,0.0,5.36,0.0,0,0.0,0.0,5.36,0.0,1140.73,1,Free Gift,37.06,0.9,0,1,0,29
ORD912340,Blinkit,Kolkata,Snacks,11,873.99,23,1,Hot,0.0,14.26,0.0,0,16.11,0.0,30.37,0.0,904.36,0,None,0.0,,1,1,0,6
ORD567734,Zepto,Kolkata,Beverages,6,179.51,21,0,Hot,26.2,6.13,0.0,0,0.0,12.6,18.73,0.0,224.44,1,Free Gift,28.76,0.99,0,0,0,20
ORD791808,Zepto,Delhi,Personal Care,11,986.32,11,0,Cloudy,0.0,10.19,0.0,0,0.0,0.0,10.19,0.0,996.51,0,None,0.0,,0,1,0,9
ORD798103,Blinkit,Kolkata,Personal Care,9,87.1,9,1,Rainy,31.49,14.32,27.43,25,0.0,0.0,66.75,0.0,185.34,1,Cashback,128.13,0.38,0,1,0,21
ORD194001,Blinkit,Chennai,Dairy,11,1083.18,0,0,Cloudy,0.0,6.56,0.0,0,17.48,0.0,24.04,72.63,1034.59,0,None,0.0,,1,1,1,21
ORD945173,Instamart,Kolkata,Dairy,6,386.76,13,0,Hot,0.0,8.97,0.0,0,0.0,14.12,23.09,30.07,379.78,0,None,0.0,,0,0,1,13
ORD511263,Instamart,Lucknow,Fruits & Veg,12,141.14,18,0,Clear,22.6,5.63,0.0,0,0.0,0.0,5.63,5.68,163.69,0,None,0.0,,0,1,1,21
ORD301935,Blinkit,Chennai,Frozen,6,1025.46,13,0,Hot,0.0,13.46,0.0,0,0.0,8.95,22.41,0.0,1047.87,0,None,0.0,,0,0,0,24
ORD353024,Zepto,Lucknow,Grocery,6,565.21,14,0,Clear,0.0,5.92,0.0,0,0.0,0.0,5.92,45.14,525.99,0,None,0.0,,0,0,0,8
ORD450659,Zepto,Pune,Personal Care,2,867.33,21,0,Rainy,0.0,8.73,22.96,0,0.0,13.38,45.07,0.0,912.4,0,None,0.0,,0,0,0,8
ORD538158,Blinkit,Hyderabad,Personal Care,4,264.71,20,0,Cloudy,31.93,14.51,0.0,0,0.0,5.7,20.21,0.0,316.85,0,None,0.0,,0,0,0,5
ORD988525,Instamart,Hyderabad,Fruits & Veg,2,1051.77,7,0,Hot,0.0,6.87,0.0,0,0.0,0.0,6.87,0.0,1058.64,1,Free Gift,27.05,0.94,0,0,1,28
ORD723296,Blinkit,Mumbai,Medicines,2,815.75,11,1,Clear,0.0,10.74,0.0,0,0.0,0.0,10.74,0.0,826.49,1,BOGO,70.3,0.94,0,0,1,19
ORD119292,Blinkit,Kolkata,Grocery,11,695.44,13,0,Hot,0.0,7.71,0.0,0,0.0,5.69,13.4,0.0,708.84,1,BOGO,130.79,0.6,0,1,0,17
ORD365956,Instamart,Lucknow,Snacks,8,366.68,15,0,Hot,0.0,5.3,0.0,0,0.0,0.0,5.3,28.23,343.75,1,Free Gift,85.3,0.64,0,1,0,30
ORD303842,Instamart,Bangalore,Medicines,10,152.58,22,1,Clear,23.52,6.93,0.0,0,8.19,0.0,15.12,69.16,129.69,0,None,0.0,,1,1,1,28
ORD408046,Zepto,Kolkata,Fruits & Veg,2,507.68,13,1,Clear,0.0,9.88,0.0,0,0.0,5.66,15.54,0.0,523.22,1,Free Delivery,136.88,0.54,0,0,1,25
ORD697750,Blinkit,Pune,Beverages,11,583.31,22,0,Clear,0.0,9.2,0.0,0,16.04,0.0,25.24,45.43,563.12,1,Free Delivery,102.49,0.97,1,1,0,14
ORD127612,Instamart,Hyderabad,Dairy,2,488.33,14,0,Rainy,0.0,7.08,12.75,0,0.0,0.0,19.83,56.5,451.66,0,None,0.0,,0,0,1,9
ORD746161,Blinkit,Mumbai,Personal Care,10,147.18,11,0,Cloudy,26.94,13.05,0.0,25,0.0,0.0,38.05,7.86,204.31,0,None,0.0,,0,1,0,9
ORD811098,Zepto,Lucknow,Snacks,10,566.1,15,0,Clear,0.0,10.58,0.0,0,0.0,0.0,10.58,0.0,576.68,1,BOGO,128.14,0.59,0,1,0,2
ORD102053,Instamart,Kolkata,Dairy,5,560.37,20,0,Cloudy,0.0,7.83,0.0,0,0.0,8.89,16.72,0.0,577.09,1,Free Gift,105.88,0.56,0,0,1,14
ORD607681,Blinkit,Mumbai,Snacks,9,393.75,15,1,Cloudy,0.0,11.78,0.0,0,0.0,0.0,11.78,51.8,353.73,1,BOGO,146.5,0.96,0,1,0,6
ORD738437,Blinkit,Mumbai,Dairy,6,915.98,5,1,Clear,0.0,10.2,0.0,0,13.37,0.0,23.57,0.0,939.55,0,None,0.0,,1,0,1,14
ORD480524,Zepto,Bangalore,Personal Care,7,802.7,18,0,Hot,0.0,3.9,0.0,0,0.0,0.0,3.9,57.92,748.68,1,BOGO,140.51,0.94,0,0,0,3
ORD609950,Instamart,Mumbai,Beverages,4,373.84,7,1,Hot,0.0,7.74,0.0,0,0.0,0.0,7.74,10.14,371.44,0,None,0.0,,0,0,0,23
ORD195843,Blinkit,Mumbai,Snacks,7,342.96,15,0,Rainy,0.0,11.59,20.41,0,0.0,0.0,32.0,0.0,374.96,1,Flat Discount,45.85,1.0,0,0,0,8
ORD486307,Instamart,Mumbai,Frozen,8,754.26,8,0,Cloudy,0.0,8.67,0.0,0,0.0,0.0,8.67,0.0,762.93,1,Cashback,39.5,1.0,0,1,0,26
ORD256923,Zepto,Bangalore,Beverages,1,762.97,21,1,Cloudy,0.0,5.18,0.0,0,0.0,13.97,19.15,0.0,782.12,0,None,0.0,,0,0,0,22
ORD333508,Instamart,Hyderabad,Beverages,2,717.21,8,1,Rainy,0.0,8.79,16.83,0,0.0,0.0,25.62,0.0,742.83,1,Free Gift,33.21,0.64,0,0,0,12
ORD667336,Zepto,Mumbai,Fruits & Veg,13,886.88,13,1,Cloudy,0.0,3.4,0.0,0,0.0,12.82,16.22,0.0,903.1,1,Flat Discount,15.83,1.0,0,1,1,6
ORD631250,Instamart,Kolkata,Snacks,12,725.72,9,0,Hot,0.0,9.2,0.0,0,0.0,0.0,9.2,0.0,734.92,1,Free Gift,132.73,0.33,0,1,0,15
ORD188454,Instamart,Hyderabad,Snacks,6,1005.59,12,0,Cloudy,0.0,4.82,0.0,0,0.0,12.07,16.89,14.2,1008.28,1,Free Gift,149.11,0.2,0,0,0,12
ORD565387,Zepto,Bangalore,Beverages,13,1015.81,17,0,Clear,0.0,9.9,0.0,0,0.0,0.0,9.9,0.0,1025.71,0,None,0.0,,0,1,0,16
ORD711659,Blinkit,Kolkata,Medicines,4,180.52,20,0,Hot,39.74,14.88,0.0,0,0.0,9.73,24.61,0.0,244.87,1,Flat Discount,44.74,0.94,0,0,1,18
